AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
No,No,No,Yes,,No,,Casual,,Yes,,,Yes,,No,No,,8:00 am - 9:00 pm,,,Yes,Yes,,,,No,8:00 am - 9:00 pm,,,Yes,Yes,PrivateLot,9:00 am - 8:00 pm,,9:00 am - 7:00 pm,Yes,No,8:00 am - 9:00 pm,8:00 am - 9:00 pm,No,8:00 am - 9:00 pm,Yes,Free,NM Albuquerque Westside,Claimed,,tropical-smoothie-cafe-albuquerque,35.1963529974,-106.660192274,1.0,4.0,,,,5,"American(New),JuiceBars&Smoothies,Sandwiches",Tropical Smoothie Cafe,https://www.yelp.com/biz/tropical-smoothie-cafe-albuquerque?osq=food
,,,Yes,,No,,Casual,,Yes,,,,,No,,Yes,10:30 am - 11:00 pm,,,Yes,Yes,,,,No,10:30 am - 10:00 pm,,,,No,,10:30 am - 11:00 pm,,10:30 am - 10:00 pm,Yes,No,10:30 am - 10:00 pm,10:30 am - 10:00 pm,No,10:30 am - 10:00 pm,,,NM Albuquerque Westside,Claimed,,freddys-frozen-custard-and-steakburgers-albuquerque-5,35.0804283,-106.7107214,1.0,3.0,,,,5,"Burgers,FastFood,IceCream&FrozenYogurt",Freddy’s Frozen Custard & Steakburgers,https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-albuquerque-5?osq=food
,No,,Yes,,Beer&WineOnly,,Casual,,Yes,,,,,No,,,6:00 am - 10:00 pm,Breakfast,,Yes,Yes,,,,Yes,6:00 am - 10:00 pm,,Average,,No,PrivateLot,6:00 am - 10:00 pm,,6:00 am - 10:00 pm,Yes,No,6:00 am - 10:00 pm,6:00 am - 10:00 pm,Yes,6:00 am - 10:00 pm,,No,NM Albuquerque Westside,Claimed,,western-view-diner-and-steakhouse-albuquerque,35.0806093,-106.7089954,2.0,4.0,66-diner-albuquerque,frontier-restaurant-albuquerque-2,golden-pride-albuquerque-3,22,"Breakfast&Brunch,American(Traditional),Diners",Western View Diner & Steakhouse,https://www.yelp.com/biz/western-view-diner-and-steakhouse-albuquerque?osq=food
,,,Yes,,Beer&WineOnly,Casual,Casual,,Yes,,,,,Yes,,,11:00 am - 10:00 pm,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 9:00 pm,,Average,,No,PrivateLot,11:00 am - 10:00 pm,,Closed,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,No,11:00 am - 9:00 pm,,Free,NM Albuquerque Westside,Claimed,,godfathers-pizza-albuquerque-2,35.0780077,-106.7444599,2.0,3.5,fu-yuang-korean-and-chinese-restaurant-albuquerque,dragon-wok-albuquerque,rising-star-chinese-eatery-albuquerque,33,"Pizza,Desserts,Gluten-Free",Godfather’s Pizza,https://www.yelp.com/biz/godfathers-pizza-albuquerque-2?osq=food
,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Westside,Unclaimed,,valero-corner-store-albuquerque-4,35.103843,-106.729256,1.0,4.0,,,,1,"Gas&ServiceStations,ConvenienceStores",Valero Corner Store,https://www.yelp.com/biz/valero-corner-store-albuquerque-4?osq=food
Yes,No,,Yes,,,,,,Yes,,,,,,,,5:00 am - 8:00 pm,,,,,,,,,5:00 am - 8:00 pm,,,,,PrivateLot,5:00 am - 8:00 pm,,6:00 am - 5:00 pm,Yes,,5:00 am - 8:00 pm,5:00 am - 8:00 pm,,5:00 am - 8:00 pm,,,NM Albuquerque Westside,Claimed,,donut-mart-albuquerque,35.1208489,-106.702256,1.0,4.0,friends-coffee-and-sandwich-albuquerque,donut-mart-albuquerque-2,dunkin-donuts-albuquerque-8,24,"Donuts,Bagels",Donut Mart,https://www.yelp.com/biz/donut-mart-albuquerque?osq=food
,,,Yes,,No,,Casual,,No,,,,,No,,Yes,,,,Yes,Yes,,,,Yes,,,,,No,,,,,Yes,No,,,,,,,NM Albuquerque Westside,Unclaimed,,mcdonalds-albuquerque-34,35.1156486,-106.7022991,1.0,2.0,whataburger-albuquerque-3,holy-cow-albuquerque,twisters-burgers-and-burritos-albuquerque-7,5,"Burgers,FastFood",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-34?osq=food
,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Westside,Unclaimed,,sonic-albuquerque-7,35.1096171001,-106.730337068,2.0,5.0,,,,1,Food,Sonic,https://www.yelp.com/biz/sonic-albuquerque-7?osq=food
,,,Yes,,,,Casual,,,,,,,No,,No,8:00 am - 10:00 pm,,,Yes,Yes,,,,No,8:00 am - 10:00 pm,,,,,,8:00 am - 10:00 pm,,9:00 am - 9:00 pm,Yes,No,8:00 am - 10:00 pm,8:00 am - 10:00 pm,,8:00 am - 10:00 pm,,,NM Albuquerque Westside,Unclaimed,,subway-albuquerque-67,35.1531052067,-106.695019509,1.0,4.0,,,,5,"FastFood,Sandwiches",Subway,https://www.yelp.com/biz/subway-albuquerque-67?osq=food
,,,Yes,,,,,,,,,,,,,,9:00 am - 6:00 pm,,,,,,,,,9:00 am - 6:00 pm,,,,,,9:00 am - 5:00 pm,,Closed,,,9:00 am - 6:00 pm,9:00 am - 6:00 pm,,9:00 am - 6:00 pm,,,NM Albuquerque Westside,Claimed,,purified-water-to-go-plus-albuquerque-3,35.1782959,-106.6897029,,4.0,purified-water-to-go-plus-albuquerque-3,,,2,WaterStores,Purified Water To Go Plus,https://www.yelp.com/biz/purified-water-to-go-plus-albuquerque-3?osq=food
,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Westside,Unclaimed,,el-saz%C3%B3n-de-la-t%C3%ADa-los-volcanes,35.0777397156,-106.722846985,1.0,5.0,el-saz%C3%B3n-de-la-t%C3%ADa-los-volcanes,the-lunch-box-food-truck-albuquerque,,3,"StreetVendors,ImportedFood",El Sazón De La Tía,https://www.yelp.com/biz/el-saz%C3%B3n-de-la-t%C3%ADa-los-volcanes?osq=food
,,No,Yes,,No,Casual,Casual,,Yes,,,No,,No,No,,7:00 am - 9:00 pm,"Breakfast,Brunch,Lunch,Dinner",,Yes,Yes,,,,Yes,7:00 am - 8:00 pm,,Average,,No,PrivateLot,7:00 am - 9:00 pm,,7:00 am - 8:00 pm,Yes,No,7:00 am - 8:00 pm,7:00 am - 8:00 pm,Yes,7:00 am - 8:00 pm,,No,NM Albuquerque Westside,Claimed,,little-anitas-albuquerque-15,35.192574,-106.72507,2.0,3.0,little-anitas-albuquerque-16,hot-tamales-rio-rancho,tacos-mex-y-mariscos-albuquerque,30,Mexican,Little Anita’s,https://www.yelp.com/biz/little-anitas-albuquerque-15?osq=food
,,,Yes,,No,,Casual,,No,,,,,No,,,11:00 am - 10:00 pm,Lunch,,Yes,Yes,,,,No,11:00 am - 9:30 pm,,Average,,No,,11:00 am - 10:00 pm,,2:00 pm - 9:30 pm,Yes,No,11:00 am - 9:30 pm,11:00 am - 9:30 pm,No,11:00 am - 9:30 pm,,,NM Albuquerque Westside,Unclaimed,,china-casa-albuquerque,35.0819299539,-106.711884812,1.0,4.5,ko-palace-chinese-restaurant-albuquerque,fu-yuang-korean-and-chinese-restaurant-albuquerque,dragon-wok-albuquerque,7,Chinese,China Casa,https://www.yelp.com/biz/china-casa-albuquerque?osq=food
,,,Yes,,No,,Casual,,Yes,,,No,,No,,,,,,Yes,Yes,,,,No,,,,,Yes,,,,,Yes,No,,,,,No,No,NM Albuquerque Westside,Unclaimed,,sonic-drive-in-albuquerque-17,35.109617,-106.730337,1.0,2.5,the-artichoke-cafe-albuquerque,cafe-lush-albuquerque,seasons-rotisserie-and-grill-albuquerque,6,American(New),Sonic Drive In,https://www.yelp.com/biz/sonic-drive-in-albuquerque-17?osq=food
,,,Yes,,FullBar,Casual,Casual,,Yes,,,No,,No,,No,11:00 am - 2:00 am,,No,Yes,Yes,,Yes,,Yes,11:00 am - 2:00 am,,VeryLoud,,No,,11:00 am - 2:00 am,,11:00 am - 12:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,,No,NM Albuquerque Westside,Unclaimed,,applebees-albuquerque-7,35.1144662,-106.7022962,2.0,2.0,frontier-restaurant-albuquerque-2,twisters-burgers-and-burritos-albuquerque-3,texas-land-and-cattle-albuquerque,19,"SportsBars,Burgers,American(Traditional)",Applebee’s,https://www.yelp.com/biz/applebees-albuquerque-7?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Westside,Unclaimed,,high-desert-cafe-albuquerque,35.15314,-106.6946383,,1.0,garcias-kitchen-express-albuquerque,jinja-bar-and-bistro-albuquerque-2,slate-street-cafe-albuquerque,1,"Restaurants,Desserts",High Desert Cafe,https://www.yelp.com/biz/high-desert-cafe-albuquerque?osq=food
,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,No,NM Albuquerque Westside,Unclaimed,,la-michoacana-albuquerque,35.081014,-106.709554,1.0,5.0,paleteria-michoacana-de-paquime-albuquerque,paleteria-la-michoacana-de-paquime-albuquerque,paleteria-la-reina-de-michoacan-albuquerque,3,"Desserts,IceCream&FrozenYogurt",La Michoacana,https://www.yelp.com/biz/la-michoacana-albuquerque?osq=food
,,,Yes,,FullBar,,Casual,"Thu,Fri,Sat",Yes,,,No,No,No,,,11:00 am - 2:00 am,,Yes,Yes,No,,Yes,Yes,Yes,11:00 am - 2:00 am,Live,Loud,,No,,Closed,No,10:00 am - 12:00 am,Yes,No,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,,,NM Albuquerque Westside,Unclaimed,,sidelines-sports-grille-and-bar-albuquerque,35.1823301754,-106.667844685,1.0,3.0,spectators-sports-bar-and-grill-albuquerque,spinns-burger-and-beer-albuquerque,slate-street-billiards-bar-and-grille-rio-rancho,32,"SportsBars,American(Traditional)",Sidelines Sports Grille & Bar,https://www.yelp.com/biz/sidelines-sports-grille-and-bar-albuquerque?osq=food
,,,Yes,,,,Casual,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,No,,,,,,,NM Albuquerque Westside,Unclaimed,,big-chow-on-coors-and-i-40-albuquerque,35.094102,-106.7089042,,2.0,lams-chinese-restaurant-albuquerque,ko-palace-chinese-restaurant-albuquerque,eat-first-chinese-restaurant-albuquerque,6,"Chinese,Diners,AsianFusion",Big Chow on Coors and I-40,https://www.yelp.com/biz/big-chow-on-coors-and-i-40-albuquerque?osq=food
,,,Yes,,No,,Casual,,No,,,,,No,,Yes,7:00 am - 9:30 pm,,,Yes,Yes,,,,No,7:00 am - 9:30 pm,,Quiet,,No,,Closed,,Closed,Yes,No,7:00 am - 9:30 pm,7:00 am - 9:30 pm,,7:00 am - 9:30 pm,,No,NM Albuquerque Westside,Unclaimed,,bobs-burgers-albuquerque-10,35.191693,-106.72515,1.0,2.5,mcdonalds-albuquerque,bobs-burgers-albuquerque-5,chick-fil-a-albuquerque,20,FastFood,Bob’s Burgers,https://www.yelp.com/biz/bobs-burgers-albuquerque-10?osq=food
,,,Yes,,No,Casual,Casual,,Yes,,,No,,No,,Yes,,"Breakfast,Lunch,Dinner",,Yes,Yes,,,,No,,,Average,,Yes,,,,,Yes,No,,,No,,,No,NM Albuquerque Westside,Unclaimed,,blakes-lotaburger-albuquerque-3,35.1916138,-106.7261641,1.0,2.5,66-diner-albuquerque,blakes-lota-burger-albuquerque-9,blakes-lotaburger-albuquerque-2,38,Burgers,Blake’s Lotaburger,https://www.yelp.com/biz/blakes-lotaburger-albuquerque-3?osq=food
,,,Yes,,,,Casual,,No,,,,,No,,,11:00 am - 11:00 pm,,,Yes,Yes,,,,Yes,11:00 am - 10:00 pm,,Loud,,No,,10:00 am - 11:00 pm,,11:00 am - 10:00 pm,Yes,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,No,11:00 am - 10:00 pm,,,NM Albuquerque Westside,Claimed,,peter-piper-pizza-albuquerque-5,35.0861487,-106.6854957,1.0,3.0,,,,2,"ChickenWings,Pizza,Buffets",Peter Piper Pizza,https://www.yelp.com/biz/peter-piper-pizza-albuquerque-5?osq=food
,,,,,,,Casual,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Yes,,NM Albuquerque Westside,Unclaimed,,albuquerque-country-market-albuquerque,35.079443,-106.745825,2.0,2.0,tomato-cafe-albuquerque,sweet-tomatoes-albuquerque-2,the-feast-santa-ana-star-casino-bernalillo,1,Buffets,Albuquerque Country Market,https://www.yelp.com/biz/albuquerque-country-market-albuquerque?osq=food
,No,,Yes,,No,Casual,Casual,,Yes,,,No,,No,,,11:00 am - 12:00 am,Lunch,,Yes,Yes,,,,Yes,11:00 am - 11:00 pm,,Average,,No,PrivateLot,11:00 am - 12:00 am,,11:00 am - 11:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,Yes,No,NM Albuquerque Westside,Claimed,,wingstop-albuquerque-4,35.2044348,-106.6764318,1.0,3.0,pizza-hut-albuquerque-11,churchs-chicken-albuquerque,dominos-pizza-albuquerque-11,28,ChickenWings,Wingstop,https://www.yelp.com/biz/wingstop-albuquerque-4?osq=food
,,,Yes,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,No,,,11:00 am - 9:30 pm,"Lunch,Dinner",,Yes,Yes,,,,No,11:00 am - 9:00 pm,,Average,,Yes,PrivateLot,11:00 am - 9:30 pm,,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,NM Albuquerque Westside,Claimed,,pei-wei-albuquerque,35.209,-106.65875,2.0,3.0,banana-leaf-restaurant-rio-rancho,chows-asian-bistro-albuquerque,tao-chinese-bistro-rio-rancho,61,"AsianFusion,Chinese,Gluten-Free",Pei Wei,https://www.yelp.com/biz/pei-wei-albuquerque?osq=food
,,,Yes,,No,,Casual,,,,,No,,Yes,,,,,,Yes,,,,,No,,,Average,,No,,,,,Yes,No,,,No,,No,No,NM Albuquerque Westside,Unclaimed,,papa-johns-pizza-albuquerque-8,35.081021,-106.710089,2.0,3.0,mimmos-ristorante-and-pizzeria-albuquerque,pizza-hut-albuquerque-11,amadeos-pizza-and-subs-albuquerque-4,2,Pizza,Papa John’s Pizza,https://www.yelp.com/biz/papa-johns-pizza-albuquerque-8?osq=food
,,,Yes,,,,,,Yes,,,No,,,,,Open 24 hours,,,,,,,,,Open 24 hours,,,,,,Open 24 hours,,Open 24 hours,Yes,,Open 24 hours,Open 24 hours,,Open 24 hours,,,NM Albuquerque Westside,Unclaimed,,loves-travel-shop-albuquerque,35.0641029408,-106.785768941,2.0,5.0,calvary-albuquerque-albuquerque,san-felipe-de-neri-church-albuquerque,sagebrush-community-church-albuquerque,4,"ConvenienceStores,Gas&ServiceStations",Loves Travel Shop,https://www.yelp.com/biz/loves-travel-shop-albuquerque?osq=food
,,,Yes,,,,Casual,,,,,,,Yes,,,10:00 am - 1:00 am,,,Yes,No,,,,No,10:00 am - 12:00 am,,,,,,10:00 am - 1:00 am,,10:00 am - 12:00 am,Yes,No,10:00 am - 12:00 am,10:00 am - 12:00 am,No,10:00 am - 12:00 am,,No,NM Albuquerque Westside,Claimed,,dominos-pizza-albuquerque-11,35.1918844663,-106.725092229,2.0,4.5,papa-johns-pizza-albuquerque,mimmos-ristorante-and-pizzeria-albuquerque,straight-up-pizza-albuquerque,12,"Pizza,ChickenWings,Sandwiches",Domino’s Pizza,https://www.yelp.com/biz/dominos-pizza-albuquerque-11?osq=food
,No,,Yes,,,,,,Yes,,,No,,,,,12:00 pm - 12:00 am,,,,,,,,,12:00 pm - 11:00 pm,,,,,PrivateLot,12:00 pm - 12:00 am,,12:00 pm - 10:00 pm,No,,12:00 pm - 11:00 pm,12:00 pm - 11:00 pm,,12:00 pm - 11:00 pm,,,NM Albuquerque Westside,Claimed,,marble-brewery-westside-tap-room-albuquerque,35.215792,-106.6981,2.0,4.5,marble-brewery-albuquerque,turtle-mountain-brewing-co-rio-rancho,la-cumbre-brewing-company-albuquerque,76,Breweries,Marble Brewery Westside Tap Room,https://www.yelp.com/biz/marble-brewery-westside-tap-room-albuquerque?osq=food
,No,,Yes,,No,Casual,Casual,,Yes,,,Yes,,No,,,11:00 am - 12:00 am,Lunch,,Yes,Yes,,,,Yes,11:00 am - 11:00 pm,,Average,,No,Street,11:00 am - 12:00 am,,11:00 am - 11:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,Yes,No,NM Albuquerque Westside,Claimed,,wingstop-albuquerque-3,35.113881,-106.703509,1.0,2.5,pizza-hut-albuquerque-11,dominos-pizza-albuquerque-11,wings-gone-wild-albuquerque,8,ChickenWings,Wingstop,https://www.yelp.com/biz/wingstop-albuquerque-3?osq=food
,,,Yes,,,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,,NM Albuquerque Westside,Claimed,,pizza-hut-albuquerque-11,35.0813979,-106.7129176,,3.0,mimmos-ristorante-and-pizzeria-albuquerque,papa-johns-pizza-albuquerque,amadeos-pizza-and-subs-albuquerque-4,3,"Pizza,Italian,ChickenWings",Pizza Hut,https://www.yelp.com/biz/pizza-hut-albuquerque-11?osq=food
,,,Yes,,No,,Casual,,Yes,,,Yes,,No,,,,Brunch,,Yes,Yes,,,,No,,,Average,,No,,,,,Yes,Yes,,,No,,,,NM Albuquerque Westside,Unclaimed,,golden-corral-albuquerque-4,35.1147542665,-106.703407696,2.0,2.5,golden-corral-albuquerque-2,down-n-dirty-seafood-boil-albuquerque,,6,Steakhouses,Golden Corral,https://www.yelp.com/biz/golden-corral-albuquerque-4?osq=food
,,,Yes,,No,,Casual,,No,,,,,No,,Yes,10:30 am - 11:00 pm,,,Yes,Yes,,,,No,10:30 am - 10:00 pm,,,,No,,10:30 am - 11:00 pm,,10:30 am - 10:00 pm,Yes,No,10:30 am - 10:00 pm,10:30 am - 10:00 pm,No,10:30 am - 10:00 pm,,Free,NM Albuquerque Westside,Claimed,,taco-bell-albuquerque-32,35.10014,-106.70672,1.0,4.5,subway-albuquerque-62,mariscos-altamar-albuquerque,twisters-burgers-and-burritos-albuquerque-4,2,"Mexican,Tex-Mex,FastFood",Taco Bell,https://www.yelp.com/biz/taco-bell-albuquerque-32?osq=food
,,,Yes,,No,,Casual,,,,,,,No,,Yes,Open 24 hours,,,Yes,Yes,,,,No,Open 24 hours,,,,No,,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,,Open 24 hours,,Free,NM Albuquerque Westside,Unclaimed,,mcdonalds-albuquerque-47,35.2119018561,-106.696510925,1.0,3.5,,,,4,"FastFood,Burgers",McDonalds,https://www.yelp.com/biz/mcdonalds-albuquerque-47?osq=food
,,,Yes,,,,,,,,,,,No,,,6:00 am - 12:00 am,,,Yes,Yes,,,,,6:00 am - 12:00 am,,,,,,6:00 am - 12:00 am,,7:00 am - 12:00 am,No,No,6:00 am - 12:00 am,6:00 am - 12:00 am,,6:00 am - 12:00 am,,,NM Albuquerque Westside,Unclaimed,,burger-king-albuquerque-22,35.074182167,-106.743461117,,1.0,,,,1,Burgers,Burger King,https://www.yelp.com/biz/burger-king-albuquerque-22?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,,,,,No,Yes,,,,Yes,,,Average,,No,,,,,Yes,No,,,No,,,No,NM Albuquerque Westside,Unclaimed,,route-66-donut-and-bagel-express-albuquerque,35.0903056696,-106.71158608,1.0,3.5,zacatecas-albuquerque,,,11,Breakfast&Brunch,Route 66 Donut & Bagel Express,https://www.yelp.com/biz/route-66-donut-and-bagel-express-albuquerque?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,NM Albuquerque Westside,Unclaimed,,edo-japan-albuquerque,35.1986538612,-106.656946465,,,,,,,,Edo Japan,https://www.yelp.com/biz/edo-japan-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Westside,Unclaimed,,delicias-diner-albuquerque,35.0868202,-106.6839147,,2.0,ajiaco-colombian-bistro-albuquerque,latinos-unidos-carniceria-bernalillo,the-last-call-albuquerque-3,1,LatinAmerican,Delicia’s Diner,https://www.yelp.com/biz/delicias-diner-albuquerque?osq=food
,No,,Yes,,FullBar,Casual,Casual,,Yes,,,No,,No,,,11:00 am - 11:00 pm,"Lunch,Dinner,Dessert",,Yes,Yes,,,,Yes,11:00 am - 10:00 pm,,Average,,No,PrivateLot,11:00 am - 11:00 pm,,11:00 am - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,No,Free,NM Albuquerque Westside,Claimed,,red-lobster-albuquerque,35.2085295,-106.6575413,2.0,3.5,indigo-crow-corrales,pelicans-west-albuquerque,long-john-silvers-albuquerque-4,38,"Seafood,American(Traditional)",Red Lobster,https://www.yelp.com/biz/red-lobster-albuquerque?osq=food
,,,Yes,,,,Casual,,No,,,No,,No,,Yes,10:00 am - 1:00 am,,,Yes,Yes,,,,,10:00 am - 12:00 am,,Average,,,,10:00 am - 1:00 am,,10:00 am - 12:00 am,Yes,No,10:00 am - 12:00 am,10:00 am - 12:00 am,,10:00 am - 12:00 am,,No,NM Albuquerque Westside,Claimed,,kfc-albuquerque-9,35.1926,-106.726,1.0,2.0,federicos-rio-rancho-2,rose-garden-albuquerque-2,five-guys-burgers-and-fries-rio-rancho,9,"ChickenWings,FastFood",KFC,https://www.yelp.com/biz/kfc-albuquerque-9?osq=food
,,,Yes,,No,,Casual,,Yes,,,No,,No,,,10:00 am - 2:00 pm,,,,Yes,,,,No,8:00 am - 2:00 pm,,Quiet,,No,,8:00 am - 2:00 pm,,8:00 am - 2:00 pm,Yes,No,Closed,8:00 am - 2:00 pm,No,Closed,,,NM Albuquerque Westside,Claimed,,bombing-range-cafe-albuquerque,35.1807404,-106.7835044,1.0,3.5,,,,3,Cafes,Bombing Range Cafe,https://www.yelp.com/biz/bombing-range-cafe-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Westside,Claimed,,pizza-hut-albuquerque-23,35.096966,-106.7079289,,1.0,,,,1,"Pizza,Italian,ChickenWings",Pizza Hut,https://www.yelp.com/biz/pizza-hut-albuquerque-23?osq=food
,,,,,,,,,,,,,,,,,10:00 am - 9:00 pm,,,,,,,,,Closed,,,,,,10:00 am - 9:00 pm,,10:00 am - 9:00 pm,,,10:00 am - 9:00 pm,10:00 am - 9:00 pm,,10:00 am - 9:00 pm,,,NM Albuquerque Westside,Unclaimed,,california-oyster-bar-albuquerque,35.0806412426,-106.708204821,,5.0,,,,1,"Seafood,Mexican",California Oyster Bar,https://www.yelp.com/biz/california-oyster-bar-albuquerque?osq=food
,,,Yes,,FullBar,Casual,Casual,,Yes,,,Yes,,No,,,11:00 am - 10:00 pm,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 9:00 pm,,Average,,Yes,PrivateLot,11:00 am - 10:00 pm,,10:30 am - 9:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,NM Albuquerque Westside,Claimed,,gardunos-of-mexico-albuquerque,35.1965661467,-106.653028236,2.0,3.0,pereas-tijuana-bar-corrales,gardunos-albuquerque-4,casa-de-benavidez-albuquerque-2,71,Mexican,Garduno’s of Mexico,https://www.yelp.com/biz/gardunos-of-mexico-albuquerque?osq=food
,,,,,,,,,,,,,,,,,5:30 am - 10:00 pm,,,,,,,,,5:30 am - 9:00 pm,,,,,,5:30 am - 10:00 pm,,5:30 am - 9:00 pm,,,5:30 am - 9:00 pm,5:30 am - 9:00 pm,,5:30 am - 9:00 pm,,,NM Albuquerque Westside,Claimed,,twisters-burgers-and-burritos-albuquerque-10,35.0832985066,-106.711214577,,3.0,,,,5,"Mexican,Breakfast&Brunch,Burgers",Twisters Burgers and Burritos,https://www.yelp.com/biz/twisters-burgers-and-burritos-albuquerque-10?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Westside,Unclaimed,,subway-albuquerque-64,35.094102,-106.7089042,,,cheba-hut-albuquerque,cheese-and-coffee-cafe-downtown-albuquerque,bocadillos-slow-roasted-albuquerque,,,Subway,https://www.yelp.com/biz/subway-albuquerque-64?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,Yes,5:00 am - 11:00 pm,,,Yes,Yes,,,,No,5:00 am - 11:00 pm,,,,No,,5:00 am - 11:00 pm,,5:00 am - 11:00 pm,Yes,No,5:00 am - 11:00 pm,5:00 am - 11:00 pm,No,5:00 am - 11:00 pm,,Free,NM Albuquerque Westside,Unclaimed,,mcdonalds-albuquerque,35.1801749,-106.6882277,1.0,3.0,village-inn-albuquerque-17,chick-fil-a-albuquerque,dairy-queen-albuquerque-9,11,"FastFood,Burgers",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque?osq=food
,No,,Yes,,Beer&WineOnly,,Casual,,Yes,,,No,,No,,,11:00 am - 10:30 pm,Lunch,,Yes,Yes,,,,Yes,11:00 am - 9:30 pm,,Quiet,,No,,12:00 pm - 10:30 pm,,12:00 pm - 9:30 pm,Yes,No,11:00 am - 9:30 pm,11:00 am - 9:30 pm,Yes,11:00 am - 9:30 pm,No,No,NM Albuquerque Westside,Unclaimed,,sushi-king-albuquerque-3,35.187539,-106.6621269,2.0,4.0,ichiban-japanese-restaurant-albuquerque-2,sushi-king-and-noodles-albuquerque,sakura-sushi-and-grill-albuquerque,47,SushiBars,Sushi King,https://www.yelp.com/biz/sushi-king-albuquerque-3?osq=food
,,,Yes,,No,,Casual,,Yes,,,No,,No,,,Open 24 hours,Breakfast,,Yes,Yes,,,,No,Open 24 hours,,Average,,No,,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,Yes,Open 24 hours,,No,NM Albuquerque Westside,Claimed,,dennys-albuquerque-4,35.1036428159,-106.704941913,1.0,2.5,66-diner-albuquerque,frontier-restaurant-albuquerque-2,ihop-albuquerque-7,10,"Diners,American(Traditional),Breakfast&Brunch",Denny’s,https://www.yelp.com/biz/dennys-albuquerque-4?osq=food
,,,Yes,,FullBar,Casual,Casual,,Yes,,,No,No,No,,,11:00 am - 1:00 am,,No,Yes,Yes,,Yes,Yes,Yes,11:00 am - 12:00 am,,Loud,,Yes,,11:00 am - 1:00 am,,11:00 am - 12:00 am,Yes,No,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,,Free,NM Albuquerque Westside,Claimed,,buffalo-wild-wings-albuquerque-6,35.1041749,-106.7064298,2.0,2.0,christy-maes-restaurant-albuquerque,macs-la-sierra-restaurant-albuquerque,durans-station-albuquerque,44,"ChickenWings,SportsBars,American(Traditional)",Buffalo Wild Wings,https://www.yelp.com/biz/buffalo-wild-wings-albuquerque-6?osq=food
