City,State,County,loc
VENANGO,NE,PERKINS,"VENANGO,NE"
WALLACE,NE,LINCOLN,"WALLACE,NE"
WELLFLEET,NE,LINCOLN,"WELLFLEET,NE"
WILLOW ISLAND,NE,DAWSON,"WILLOW ISLAND,NE"
VALENTINE,NE,CHERRY,"VALENTINE,NE"
AINSWORTH,NE,BROWN,"AINSWORTH,NE"
CODY,NE,CHERRY,"CODY,NE"
CROOKSTON,NE,CHERRY,"CROOKSTON,NE"
JOHNSTOWN,NE,BROWN,"JOHNSTOWN,NE"
KILGORE,NE,CHERRY,"KILGORE,NE"
LONG PINE,NE,BROWN,"LONG PINE,NE"
MERRIMAN,NE,CHERRY,"MERRIMAN,NE"
NENZEL,NE,CHERRY,"NENZEL,NE"
SPARKS,NE,CHERRY,"SPARKS,NE"
WOOD LAKE,NE,CHERRY,"WOOD LAKE,NE"
ALLIANCE,NE,BOX BUTTE,"ALLIANCE,NE"
ANGORA,NE,MORRILL,"ANGORA,NE"
ASHBY,NE,GRANT,"ASHBY,NE"
BAYARD,NE,MORRILL,"BAYARD,NE"
BINGHAM,NE,SHERIDAN,"BINGHAM,NE"
BRIDGEPORT,NE,MORRILL,"BRIDGEPORT,NE"
CHADRON,NE,DAWES,"CHADRON,NE"
CRAWFORD,NE,DAWES,"CRAWFORD,NE"
ELLSWORTH,NE,SHERIDAN,"ELLSWORTH,NE"
GERING,NE,SCOTTS BLUFF,"GERING,NE"
GORDON,NE,SHERIDAN,"GORDON,NE"
HARRISBURG,NE,BANNER,"HARRISBURG,NE"
HARRISON,NE,SIOUX,"HARRISON,NE"
HAY SPRINGS,NE,SHERIDAN,"HAY SPRINGS,NE"
HEMINGFORD,NE,BOX BUTTE,"HEMINGFORD,NE"
HYANNIS,NE,GRANT,"HYANNIS,NE"
LAKESIDE,NE,SHERIDAN,"LAKESIDE,NE"
LYMAN,NE,SCOTTS BLUFF,"LYMAN,NE"
MCGREW,NE,SCOTTS BLUFF,"MCGREW,NE"
MARSLAND,NE,DAWES,"MARSLAND,NE"
MELBETA,NE,SCOTTS BLUFF,"MELBETA,NE"
MINATARE,NE,SCOTTS BLUFF,"MINATARE,NE"
MITCHELL,NE,SCOTTS BLUFF,"MITCHELL,NE"
MORRILL,NE,SCOTTS BLUFF,"MORRILL,NE"
RUSHVILLE,NE,SHERIDAN,"RUSHVILLE,NE"
SCOTTSBLUFF,NE,SCOTTS BLUFF,"SCOTTSBLUFF,NE"
WHITECLAY,NE,SHERIDAN,"WHITECLAY,NE"
WHITMAN,NE,GRANT,"WHITMAN,NE"
WHITNEY,NE,DAWES,"WHITNEY,NE"
METAIRIE,LA,JEFFERSON,"METAIRIE,LA"
DES ALLEMANDS,LA,SAINT CHARLES,"DES ALLEMANDS,LA"
AMA,LA,SAINT CHARLES,"AMA,LA"
ARABI,LA,SAINT BERNARD,"ARABI,LA"
BARATARIA,LA,JEFFERSON,"BARATARIA,LA"
BELLE CHASSE,LA,PLAQUEMINES,"BELLE CHASSE,LA"
BOOTHVILLE,LA,PLAQUEMINES,"BOOTHVILLE,LA"
BOUTTE,LA,SAINT CHARLES,"BOUTTE,LA"
BRAITHWAITE,LA,PLAQUEMINES,"BRAITHWAITE,LA"
BURAS,LA,PLAQUEMINES,"BURAS,LA"
CHALMETTE,LA,SAINT BERNARD,"CHALMETTE,LA"
DESTREHAN,LA,SAINT CHARLES,"DESTREHAN,LA"
EDGARD,LA,ST JOHN THE BAPTIST,"EDGARD,LA"
EMPIRE,LA,PLAQUEMINES,"EMPIRE,LA"
GARYVILLE,LA,ST JOHN THE BAPTIST,"GARYVILLE,LA"
GRAMERCY,LA,SAINT JAMES,"GRAMERCY,LA"
GRETNA,LA,JEFFERSON,"GRETNA,LA"
HAHNVILLE,LA,SAINT CHARLES,"HAHNVILLE,LA"
HARVEY,LA,JEFFERSON,"HARVEY,LA"
KENNER,LA,JEFFERSON,"KENNER,LA"
LAFITTE,LA,JEFFERSON,"LAFITTE,LA"
LA PLACE,LA,ST JOHN THE BAPTIST,"LA PLACE,LA"
LULING,LA,SAINT CHARLES,"LULING,LA"
LUTCHER,LA,SAINT JAMES,"LUTCHER,LA"
MARRERO,LA,JEFFERSON,"MARRERO,LA"
MERAUX,LA,SAINT BERNARD,"MERAUX,LA"
MOUNT AIRY,LA,ST JOHN THE BAPTIST,"MOUNT AIRY,LA"
NEW SARPY,LA,SAINT CHARLES,"NEW SARPY,LA"
NORCO,LA,SAINT CHARLES,"NORCO,LA"
PARADIS,LA,SAINT CHARLES,"PARADIS,LA"
PILOTTOWN,LA,PLAQUEMINES,"PILOTTOWN,LA"
POINTE A LA HACHE,LA,PLAQUEMINES,"POINTE A LA HACHE,LA"
PORT SULPHUR,LA,PLAQUEMINES,"PORT SULPHUR,LA"
RESERVE,LA,ST JOHN THE BAPTIST,"RESERVE,LA"
SAINT BERNARD,LA,SAINT BERNARD,"SAINT BERNARD,LA"
SAINT JAMES,LA,SAINT JAMES,"SAINT JAMES,LA"
SAINT ROSE,LA,SAINT CHARLES,"SAINT ROSE,LA"
VACHERIE,LA,SAINT JAMES,"VACHERIE,LA"
VENICE,LA,PLAQUEMINES,"VENICE,LA"
VIOLET,LA,SAINT BERNARD,"VIOLET,LA"
WESTWEGO,LA,JEFFERSON,"WESTWEGO,LA"
NEW ORLEANS,LA,ORLEANS,"NEW ORLEANS,LA"
NEW ORLEANS,LA,JEFFERSON,"NEW ORLEANS,LA"
THIBODAUX,LA,LAFOURCHE,"THIBODAUX,LA"
PIERRE PART,LA,ASSUMPTION,"PIERRE PART,LA"
AMELIA,LA,SAINT MARY,"AMELIA,LA"
BELLE ROSE,LA,ASSUMPTION,"BELLE ROSE,LA"
BERWICK,LA,SAINT MARY,"BERWICK,LA"
BOURG,LA,TERREBONNE,"BOURG,LA"
CHAUVIN,LA,TERREBONNE,"CHAUVIN,LA"
CUT OFF,LA,LAFOURCHE,"CUT OFF,LA"
DONALDSONVILLE,LA,ASCENSION,"DONALDSONVILLE,LA"
DONNER,LA,TERREBONNE,"DONNER,LA"
DULAC,LA,TERREBONNE,"DULAC,LA"
GALLIANO,LA,LAFOURCHE,"GALLIANO,LA"
GHEENS,LA,LAFOURCHE,"GHEENS,LA"
GIBSON,LA,TERREBONNE,"GIBSON,LA"
GOLDEN MEADOW,LA,LAFOURCHE,"GOLDEN MEADOW,LA"
GRAND ISLE,LA,JEFFERSON,"GRAND ISLE,LA"
GRAY,LA,TERREBONNE,"GRAY,LA"
HOUMA,LA,TERREBONNE,"HOUMA,LA"
KRAEMER,LA,LAFOURCHE,"KRAEMER,LA"
LABADIEVILLE,LA,ASSUMPTION,"LABADIEVILLE,LA"
LAROSE,LA,LAFOURCHE,"LAROSE,LA"
LOCKPORT,LA,LAFOURCHE,"LOCKPORT,LA"
MATHEWS,LA,LAFOURCHE,"MATHEWS,LA"
MONTEGUT,LA,TERREBONNE,"MONTEGUT,LA"
MORGAN CITY,LA,SAINT MARY,"MORGAN CITY,LA"
NAPOLEONVILLE,LA,ASSUMPTION,"NAPOLEONVILLE,LA"
PAINCOURTVILLE,LA,ASSUMPTION,"PAINCOURTVILLE,LA"
PATTERSON,LA,SAINT MARY,"PATTERSON,LA"
PLATTENVILLE,LA,ASSUMPTION,"PLATTENVILLE,LA"
RACELAND,LA,LAFOURCHE,"RACELAND,LA"
SCHRIEVER,LA,TERREBONNE,"SCHRIEVER,LA"
THERIOT,LA,TERREBONNE,"THERIOT,LA"
HAMMOND,LA,TANGIPAHOA,"HAMMOND,LA"
ABITA SPRINGS,LA,SAINT TAMMANY,"ABITA SPRINGS,LA"
AKERS,LA,TANGIPAHOA,"AKERS,LA"
AMITE,LA,TANGIPAHOA,"AMITE,LA"
ANGIE,LA,WASHINGTON,"ANGIE,LA"
BOGALUSA,LA,WASHINGTON,"BOGALUSA,LA"
BUSH,LA,SAINT TAMMANY,"BUSH,LA"
COVINGTON,LA,SAINT TAMMANY,"COVINGTON,LA"
FLUKER,LA,TANGIPAHOA,"FLUKER,LA"
FOLSOM,LA,SAINT TAMMANY,"FOLSOM,LA"
FRANKLINTON,LA,WASHINGTON,"FRANKLINTON,LA"
GREENSBURG,LA,SAINT HELENA,"GREENSBURG,LA"
HUSSER,LA,TANGIPAHOA,"HUSSER,LA"
INDEPENDENCE,LA,TANGIPAHOA,"INDEPENDENCE,LA"
KENTWOOD,LA,TANGIPAHOA,"KENTWOOD,LA"
LACOMBE,LA,SAINT TAMMANY,"LACOMBE,LA"
LORANGER,LA,TANGIPAHOA,"LORANGER,LA"
MADISONVILLE,LA,SAINT TAMMANY,"MADISONVILLE,LA"
MANDEVILLE,LA,SAINT TAMMANY,"MANDEVILLE,LA"
MAUREPAS,LA,LIVINGSTON,"MAUREPAS,LA"
MOUNT HERMON,LA,WASHINGTON,"MOUNT HERMON,LA"
NATALBANY,LA,TANGIPAHOA,"NATALBANY,LA"
PEARL RIVER,LA,SAINT TAMMANY,"PEARL RIVER,LA"
PINE GROVE,LA,SAINT HELENA,"PINE GROVE,LA"
PONCHATOULA,LA,TANGIPAHOA,"PONCHATOULA,LA"
ROBERT,LA,TANGIPAHOA,"ROBERT,LA"
ROSELAND,LA,TANGIPAHOA,"ROSELAND,LA"
SAINT BENEDICT,LA,SAINT TAMMANY,"SAINT BENEDICT,LA"
SLIDELL,LA,SAINT TAMMANY,"SLIDELL,LA"
SPRINGFIELD,LA,LIVINGSTON,"SPRINGFIELD,LA"
SUN,LA,SAINT TAMMANY,"SUN,LA"
TALISHEEK,LA,SAINT TAMMANY,"TALISHEEK,LA"
TANGIPAHOA,LA,TANGIPAHOA,"TANGIPAHOA,LA"
TICKFAW,LA,TANGIPAHOA,"TICKFAW,LA"
VARNADO,LA,WASHINGTON,"VARNADO,LA"
LAFAYETTE,LA,LAFAYETTE,"LAFAYETTE,LA"
ABBEVILLE,LA,VERMILION,"ABBEVILLE,LA"
ARNAUDVILLE,LA,SAINT LANDRY,"ARNAUDVILLE,LA"
AVERY ISLAND,LA,IBERIA,"AVERY ISLAND,LA"
BALDWIN,LA,SAINT MARY,"BALDWIN,LA"
BASILE,LA,EVANGELINE,"BASILE,LA"
BRANCH,LA,ACADIA,"BRANCH,LA"
BREAUX BRIDGE,LA,SAINT MARTIN,"BREAUX BRIDGE,LA"
BROUSSARD,LA,LAFAYETTE,"BROUSSARD,LA"
CADE,LA,SAINT MARTIN,"CADE,LA"
CARENCRO,LA,LAFAYETTE,"CARENCRO,LA"
CECILIA,LA,SAINT MARTIN,"CECILIA,LA"
CENTERVILLE,LA,SAINT MARY,"CENTERVILLE,LA"
CHARENTON,LA,SAINT MARY,"CHARENTON,LA"
CHATAIGNIER,LA,EVANGELINE,"CHATAIGNIER,LA"
CHURCH POINT,LA,ACADIA,"CHURCH POINT,LA"
CROWLEY,LA,ACADIA,"CROWLEY,LA"
DELCAMBRE,LA,VERMILION,"DELCAMBRE,LA"
DUSON,LA,LAFAYETTE,"DUSON,LA"
EGAN,LA,ACADIA,"EGAN,LA"
ELTON,LA,JEFFERSON DAVIS,"ELTON,LA"
ERATH,LA,VERMILION,"ERATH,LA"
ESTHERWOOD,LA,ACADIA,"ESTHERWOOD,LA"
EUNICE,LA,SAINT LANDRY,"EUNICE,LA"
EVANGELINE,LA,ACADIA,"EVANGELINE,LA"
FRANKLIN,LA,SAINT MARY,"FRANKLIN,LA"
GARDEN CITY,LA,SAINT MARY,"GARDEN CITY,LA"
GRAND COTEAU,LA,SAINT LANDRY,"GRAND COTEAU,LA"
GUEYDAN,LA,VERMILION,"GUEYDAN,LA"
IOTA,LA,ACADIA,"IOTA,LA"
JEANERETTE,LA,IBERIA,"JEANERETTE,LA"
JENNINGS,LA,JEFFERSON DAVIS,"JENNINGS,LA"
KAPLAN,LA,VERMILION,"KAPLAN,LA"
LAKE ARTHUR,LA,JEFFERSON DAVIS,"LAKE ARTHUR,LA"
LAWTELL,LA,SAINT LANDRY,"LAWTELL,LA"
LEONVILLE,LA,SAINT LANDRY,"LEONVILLE,LA"
LOREAUVILLE,LA,IBERIA,"LOREAUVILLE,LA"
MAMOU,LA,EVANGELINE,"MAMOU,LA"
MAURICE,LA,VERMILION,"MAURICE,LA"
MERMENTAU,LA,ACADIA,"MERMENTAU,LA"
MILTON,LA,LAFAYETTE,"MILTON,LA"
MORSE,LA,ACADIA,"MORSE,LA"
NEW IBERIA,LA,IBERIA,"NEW IBERIA,LA"
LYDIA,LA,IBERIA,"LYDIA,LA"
OPELOUSAS,LA,SAINT LANDRY,"OPELOUSAS,LA"
PERRY,LA,VERMILION,"PERRY,LA"
PINE PRAIRIE,LA,EVANGELINE,"PINE PRAIRIE,LA"
PORT BARRE,LA,SAINT LANDRY,"PORT BARRE,LA"
RAYNE,LA,ACADIA,"RAYNE,LA"
REDDELL,LA,EVANGELINE,"REDDELL,LA"
ROANOKE,LA,JEFFERSON DAVIS,"ROANOKE,LA"
SAINT MARTINVILLE,LA,SAINT MARTIN,"SAINT MARTINVILLE,LA"
SCOTT,LA,LAFAYETTE,"SCOTT,LA"
SUNSET,LA,SAINT LANDRY,"SUNSET,LA"
TURKEY CREEK,LA,EVANGELINE,"TURKEY CREEK,LA"
VILLE PLATTE,LA,EVANGELINE,"VILLE PLATTE,LA"
WASHINGTON,LA,SAINT LANDRY,"WASHINGTON,LA"
WELSH,LA,JEFFERSON DAVIS,"WELSH,LA"
YOUNGSVILLE,LA,LAFAYETTE,"YOUNGSVILLE,LA"
LAKE CHARLES,LA,CALCASIEU,"LAKE CHARLES,LA"
BELL CITY,LA,CALCASIEU,"BELL CITY,LA"
CAMERON,LA,CAMERON,"CAMERON,LA"
CREOLE,LA,CAMERON,"CREOLE,LA"
DEQUINCY,LA,CALCASIEU,"DEQUINCY,LA"
DERIDDER,LA,BEAUREGARD,"DERIDDER,LA"
DRY CREEK,LA,BEAUREGARD,"DRY CREEK,LA"
ELIZABETH,LA,ALLEN,"ELIZABETH,LA"
EVANS,LA,VERNON,"EVANS,LA"
FENTON,LA,JEFFERSON DAVIS,"FENTON,LA"
GRAND CHENIER,LA,CAMERON,"GRAND CHENIER,LA"
GRANT,LA,ALLEN,"GRANT,LA"
HACKBERRY,LA,CAMERON,"HACKBERRY,LA"
HAYES,LA,CALCASIEU,"HAYES,LA"
IOWA,LA,CALCASIEU,"IOWA,LA"
KINDER,LA,ALLEN,"KINDER,LA"
LACASSINE,LA,JEFFERSON DAVIS,"LACASSINE,LA"
LEBLANC,LA,ALLEN,"LEBLANC,LA"
LONGVILLE,LA,BEAUREGARD,"LONGVILLE,LA"
MERRYVILLE,LA,BEAUREGARD,"MERRYVILLE,LA"
MITTIE,LA,ALLEN,"MITTIE,LA"
OBERLIN,LA,ALLEN,"OBERLIN,LA"
PITKIN,LA,VERNON,"PITKIN,LA"
RAGLEY,LA,BEAUREGARD,"RAGLEY,LA"
REEVES,LA,ALLEN,"REEVES,LA"
ROSEPINE,LA,VERNON,"ROSEPINE,LA"
SINGER,LA,BEAUREGARD,"SINGER,LA"
STARKS,LA,CALCASIEU,"STARKS,LA"
SUGARTOWN,LA,BEAUREGARD,"SUGARTOWN,LA"
SULPHUR,LA,CALCASIEU,"SULPHUR,LA"
VINTON,LA,CALCASIEU,"VINTON,LA"
WESTLAKE,LA,CALCASIEU,"WESTLAKE,LA"
BAKER,LA,EAST BATON ROUGE,"BAKER,LA"
DENHAM SPRINGS,LA,LIVINGSTON,"DENHAM SPRINGS,LA"
GONZALES,LA,ASCENSION,"GONZALES,LA"
ADDIS,LA,WEST BATON ROUGE,"ADDIS,LA"
ALBANY,LA,LIVINGSTON,"ALBANY,LA"
ANGOLA,LA,WEST FELICIANA,"ANGOLA,LA"
BATCHELOR,LA,POINTE COUPEE,"BATCHELOR,LA"
BRITTANY,LA,ASCENSION,"BRITTANY,LA"
BRUSLY,LA,WEST BATON ROUGE,"BRUSLY,LA"
CARVILLE,LA,IBERVILLE,"CARVILLE,LA"
CLINTON,LA,EAST FELICIANA,"CLINTON,LA"
CONVENT,LA,SAINT JAMES,"CONVENT,LA"
DARROW,LA,ASCENSION,"DARROW,LA"
DUPLESSIS,LA,ASCENSION,"DUPLESSIS,LA"
ERWINVILLE,LA,WEST BATON ROUGE,"ERWINVILLE,LA"
ETHEL,LA,EAST FELICIANA,"ETHEL,LA"
FORDOCHE,LA,POINTE COUPEE,"FORDOCHE,LA"
FRENCH SETTLEMENT,LA,LIVINGSTON,"FRENCH SETTLEMENT,LA"
GEISMAR,LA,ASCENSION,"GEISMAR,LA"
GLYNN,LA,POINTE COUPEE,"GLYNN,LA"
BURNSIDE,LA,ASCENSION,"BURNSIDE,LA"
GREENWELL SPRINGS,LA,EAST BATON ROUGE,"GREENWELL SPRINGS,LA"
GROSSE TETE,LA,IBERVILLE,"GROSSE TETE,LA"
HESTER,LA,SAINT JAMES,"HESTER,LA"
HOLDEN,LA,LIVINGSTON,"HOLDEN,LA"
INNIS,LA,POINTE COUPEE,"INNIS,LA"
JACKSON,LA,EAST FELICIANA,"JACKSON,LA"
JARREAU,LA,POINTE COUPEE,"JARREAU,LA"
KROTZ SPRINGS,LA,SAINT LANDRY,"KROTZ SPRINGS,LA"
LAKELAND,LA,POINTE COUPEE,"LAKELAND,LA"
LETTSWORTH,LA,POINTE COUPEE,"LETTSWORTH,LA"
LIVINGSTON,LA,LIVINGSTON,"LIVINGSTON,LA"
LIVONIA,LA,POINTE COUPEE,"LIVONIA,LA"
LOTTIE,LA,POINTE COUPEE,"LOTTIE,LA"
MARINGOUIN,LA,IBERVILLE,"MARINGOUIN,LA"
MORGANZA,LA,POINTE COUPEE,"MORGANZA,LA"
NEW ROADS,LA,POINTE COUPEE,"NEW ROADS,LA"
NORWOOD,LA,EAST FELICIANA,"NORWOOD,LA"
OSCAR,LA,POINTE COUPEE,"OSCAR,LA"
PAULINA,LA,SAINT JAMES,"PAULINA,LA"
PLAQUEMINE,LA,IBERVILLE,"PLAQUEMINE,LA"
PORT ALLEN,LA,WEST BATON ROUGE,"PORT ALLEN,LA"
PRAIRIEVILLE,LA,ASCENSION,"PRAIRIEVILLE,LA"
PRIDE,LA,EAST BATON ROUGE,"PRIDE,LA"
ROSEDALE,LA,IBERVILLE,"ROSEDALE,LA"
ROUGON,LA,POINTE COUPEE,"ROUGON,LA"
SAINT AMANT,LA,ASCENSION,"SAINT AMANT,LA"
SAINT FRANCISVILLE,LA,WEST FELICIANA,"SAINT FRANCISVILLE,LA"
SAINT GABRIEL,LA,IBERVILLE,"SAINT GABRIEL,LA"
SLAUGHTER,LA,EAST FELICIANA,"SLAUGHTER,LA"
SORRENTO,LA,ASCENSION,"SORRENTO,LA"
SUNSHINE,LA,IBERVILLE,"SUNSHINE,LA"
TUNICA,LA,WEST FELICIANA,"TUNICA,LA"
VENTRESS,LA,POINTE COUPEE,"VENTRESS,LA"
WAKEFIELD,LA,WEST FELICIANA,"WAKEFIELD,LA"
WALKER,LA,LIVINGSTON,"WALKER,LA"
WATSON,LA,LIVINGSTON,"WATSON,LA"
WEYANOKE,LA,WEST FELICIANA,"WEYANOKE,LA"
WHITE CASTLE,LA,IBERVILLE,"WHITE CASTLE,LA"
WILSON,LA,EAST FELICIANA,"WILSON,LA"
ZACHARY,LA,EAST BATON ROUGE,"ZACHARY,LA"
UNCLE SAM,LA,SAINT JAMES,"UNCLE SAM,LA"
BATON ROUGE,LA,EAST BATON ROUGE,"BATON ROUGE,LA"
ARCADIA,LA,BIENVILLE,"ARCADIA,LA"
ASHLAND,LA,NATCHITOCHES,"ASHLAND,LA"
ATHENS,LA,CLAIBORNE,"ATHENS,LA"
BELCHER,LA,CADDO,"BELCHER,LA"
BENTON,LA,BOSSIER,"BENTON,LA"
BETHANY,LA,CADDO,"BETHANY,LA"
BIENVILLE,LA,BIENVILLE,"BIENVILLE,LA"
BLANCHARD,LA,CADDO,"BLANCHARD,LA"
CASTOR,LA,BIENVILLE,"CASTOR,LA"
COTTON VALLEY,LA,WEBSTER,"COTTON VALLEY,LA"
COUSHATTA,LA,RED RIVER,"COUSHATTA,LA"
CULLEN,LA,WEBSTER,"CULLEN,LA"
DOYLINE,LA,WEBSTER,"DOYLINE,LA"
DUBBERLY,LA,WEBSTER,"DUBBERLY,LA"
FRIERSON,LA,DE SOTO,"FRIERSON,LA"
GIBSLAND,LA,BIENVILLE,"GIBSLAND,LA"
GILLIAM,LA,CADDO,"GILLIAM,LA"
GLOSTER,LA,DE SOTO,"GLOSTER,LA"
GOLDONNA,LA,NATCHITOCHES,"GOLDONNA,LA"
GRAND CANE,LA,DE SOTO,"GRAND CANE,LA"
GREENWOOD,LA,CADDO,"GREENWOOD,LA"
HALL SUMMIT,LA,RED RIVER,"HALL SUMMIT,LA"
HAUGHTON,LA,BOSSIER,"HAUGHTON,LA"
HAYNESVILLE,LA,CLAIBORNE,"HAYNESVILLE,LA"
HEFLIN,LA,WEBSTER,"HEFLIN,LA"
HOMER,LA,CLAIBORNE,"HOMER,LA"
HOSSTON,LA,CADDO,"HOSSTON,LA"
IDA,LA,CADDO,"IDA,LA"
JAMESTOWN,LA,BIENVILLE,"JAMESTOWN,LA"
KEATCHIE,LA,DE SOTO,"KEATCHIE,LA"
KEITHVILLE,LA,CADDO,"KEITHVILLE,LA"
LISBON,LA,CLAIBORNE,"LISBON,LA"
LOGANSPORT,LA,DE SOTO,"LOGANSPORT,LA"
LONGSTREET,LA,DE SOTO,"LONGSTREET,LA"
ELM GROVE,LA,BOSSIER,"ELM GROVE,LA"
MANSFIELD,LA,DE SOTO,"MANSFIELD,LA"
MINDEN,LA,WEBSTER,"MINDEN,LA"
MOORINGSPORT,LA,CADDO,"MOORINGSPORT,LA"
OIL CITY,LA,CADDO,"OIL CITY,LA"
PELICAN,LA,DE SOTO,"PELICAN,LA"
PLAIN DEALING,LA,BOSSIER,"PLAIN DEALING,LA"
PLEASANT HILL,LA,SABINE,"PLEASANT HILL,LA"
POWHATAN,LA,NATCHITOCHES,"POWHATAN,LA"
PRINCETON,LA,BOSSIER,"PRINCETON,LA"
RINGGOLD,LA,BIENVILLE,"RINGGOLD,LA"
RODESSA,LA,CADDO,"RODESSA,LA"
SALINE,LA,BIENVILLE,"SALINE,LA"
SAREPTA,LA,WEBSTER,"SAREPTA,LA"
SHONGALOO,LA,WEBSTER,"SHONGALOO,LA"
SIBLEY,LA,WEBSTER,"SIBLEY,LA"
SPRINGHILL,LA,WEBSTER,"SPRINGHILL,LA"
STONEWALL,LA,DE SOTO,"STONEWALL,LA"
SUMMERFIELD,LA,CLAIBORNE,"SUMMERFIELD,LA"
TAYLOR,LA,BIENVILLE,"TAYLOR,LA"
VIVIAN,LA,CADDO,"VIVIAN,LA"
SHREVEPORT,LA,CADDO,"SHREVEPORT,LA"
BARKSDALE AFB,LA,BOSSIER,"BARKSDALE AFB,LA"
BOSSIER CITY,LA,BOSSIER,"BOSSIER CITY,LA"
MONROE,LA,OUACHITA,"MONROE,LA"
ARCHIBALD,LA,RICHLAND,"ARCHIBALD,LA"
BASKIN,LA,FRANKLIN,"BASKIN,LA"
BASTROP,LA,MOREHOUSE,"BASTROP,LA"
BERNICE,LA,UNION,"BERNICE,LA"
BONITA,LA,MOREHOUSE,"BONITA,LA"
CALHOUN,LA,OUACHITA,"CALHOUN,LA"
CHATHAM,LA,JACKSON,"CHATHAM,LA"
CHOUDRANT,LA,LINCOLN,"CHOUDRANT,LA"
COLLINSTON,LA,MOREHOUSE,"COLLINSTON,LA"
CROWVILLE,LA,FRANKLIN,"CROWVILLE,LA"
DELHI,LA,RICHLAND,"DELHI,LA"
DELTA,LA,MADISON,"DELTA,LA"
DOWNSVILLE,LA,UNION,"DOWNSVILLE,LA"
DUBACH,LA,LINCOLN,"DUBACH,LA"
EPPS,LA,WEST CARROLL,"EPPS,LA"
EROS,LA,OUACHITA,"EROS,LA"
FAIRBANKS,LA,OUACHITA,"FAIRBANKS,LA"
FARMERVILLE,LA,UNION,"FARMERVILLE,LA"
FOREST,LA,WEST CARROLL,"FOREST,LA"
FORT NECESSITY,LA,FRANKLIN,"FORT NECESSITY,LA"
GRAMBLING,LA,LINCOLN,"GRAMBLING,LA"
HODGE,LA,JACKSON,"HODGE,LA"
JIGGER,LA,FRANKLIN,"JIGGER,LA"
JONES,LA,MOREHOUSE,"JONES,LA"
JONESBORO,LA,JACKSON,"JONESBORO,LA"
KILBOURNE,LA,WEST CARROLL,"KILBOURNE,LA"
LAKE PROVIDENCE,LA,EAST CARROLL,"LAKE PROVIDENCE,LA"
LILLIE,LA,UNION,"LILLIE,LA"
MANGHAM,LA,RICHLAND,"MANGHAM,LA"
MARION,LA,UNION,"MARION,LA"
MER ROUGE,LA,MOREHOUSE,"MER ROUGE,LA"
OAK GROVE,LA,WEST CARROLL,"OAK GROVE,LA"
OAK RIDGE,LA,MOREHOUSE,"OAK RIDGE,LA"
PIONEER,LA,WEST CARROLL,"PIONEER,LA"
QUITMAN,LA,JACKSON,"QUITMAN,LA"
RAYVILLE,LA,RICHLAND,"RAYVILLE,LA"
RUSTON,LA,LINCOLN,"RUSTON,LA"
SIMSBORO,LA,LINCOLN,"SIMSBORO,LA"
SONDHEIMER,LA,EAST CARROLL,"SONDHEIMER,LA"
SPEARSVILLE,LA,UNION,"SPEARSVILLE,LA"
START,LA,RICHLAND,"START,LA"
STERLINGTON,LA,OUACHITA,"STERLINGTON,LA"
SWARTZ,LA,OUACHITA,"SWARTZ,LA"
TALLULAH,LA,MADISON,"TALLULAH,LA"
TRANSYLVANIA,LA,EAST CARROLL,"TRANSYLVANIA,LA"
WEST MONROE,LA,OUACHITA,"WEST MONROE,LA"
WINNSBORO,LA,FRANKLIN,"WINNSBORO,LA"
ALEXANDRIA,LA,RAPIDES,"ALEXANDRIA,LA"
ACME,LA,CONCORDIA,"ACME,LA"
BORDELONVILLE,LA,AVOYELLES,"BORDELONVILLE,LA"
BUNKIE,LA,AVOYELLES,"BUNKIE,LA"
CENTER POINT,LA,AVOYELLES,"CENTER POINT,LA"
CHASE,LA,FRANKLIN,"CHASE,LA"
CHENEYVILLE,LA,RAPIDES,"CHENEYVILLE,LA"
CLAYTON,LA,CONCORDIA,"CLAYTON,LA"
COTTONPORT,LA,AVOYELLES,"COTTONPORT,LA"
DEVILLE,LA,RAPIDES,"DEVILLE,LA"
DUPONT,LA,AVOYELLES,"DUPONT,LA"
ECHO,LA,RAPIDES,"ECHO,LA"
EFFIE,LA,AVOYELLES,"EFFIE,LA"
EVERGREEN,LA,AVOYELLES,"EVERGREEN,LA"
FERRIDAY,LA,CONCORDIA,"FERRIDAY,LA"
GILBERT,LA,FRANKLIN,"GILBERT,LA"
HAMBURG,LA,AVOYELLES,"HAMBURG,LA"
HARRISONBURG,LA,CATAHOULA,"HARRISONBURG,LA"
HESSMER,LA,AVOYELLES,"HESSMER,LA"
JENA,LA,LA SALLE,"JENA,LA"
JONESVILLE,LA,CATAHOULA,"JONESVILLE,LA"
LEBEAU,LA,SAINT LANDRY,"LEBEAU,LA"
LECOMPTE,LA,RAPIDES,"LECOMPTE,LA"
LIBUSE,LA,RAPIDES,"LIBUSE,LA"
MANSURA,LA,AVOYELLES,"MANSURA,LA"
MARKSVILLE,LA,AVOYELLES,"MARKSVILLE,LA"
MELVILLE,LA,SAINT LANDRY,"MELVILLE,LA"
MONTEREY,LA,CONCORDIA,"MONTEREY,LA"
MOREAUVILLE,LA,AVOYELLES,"MOREAUVILLE,LA"
MORROW,LA,SAINT LANDRY,"MORROW,LA"
NEWELLTON,LA,TENSAS,"NEWELLTON,LA"
PALMETTO,LA,SAINT LANDRY,"PALMETTO,LA"
PINEVILLE,LA,RAPIDES,"PINEVILLE,LA"
PLAUCHEVILLE,LA,AVOYELLES,"PLAUCHEVILLE,LA"
