AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
No,None,None,Yes,None,FullBar,None,Casual,"Thu,Fri,Sun",Yes,None,None,No,No,No,Yes,None,11:00 am - 2:00 am,LateNight,No,Yes,No,None,Yes,Yes,Yes,11:00 am - 2:00 am,None,Average,None,Yes,PrivateLot,11:00 am - 2:00 am,OutdoorArea/PatioOnly,10:00 am - 12:00 am,Yes,Yes,11:00 am - 2:00 am,11:00 am - 2:00 am,Yes,11:00 am - 2:00 am,Yes,Free,NM Albuquerque Uptown,Claimed,None,uptown-sports-bar-albuquerque,35.1037698,-106.5707413,2.0,3.0,howies-sports-page-albuquerque,elephant-bar-restaurant-albuquerque,twin-peaks-albuquerque,55,"SportsBars,American(New)",Uptown Sports Bar,https://www.yelp.com/biz/uptown-sports-bar-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,No,None,None,No,None,No,None,None,11:00 am - 3:00 pm5:30 pm - 8:30 pm,"Lunch,Dinner",None,No,Yes,None,None,None,No,Closed,None,Average,None,No,PrivateLot,11:00 am - 3:00 pm5:30 pm - 8:30 pm,None,Closed,Yes,No,11:00 am - 3:00 pm5:30 pm - 8:30 pm,11:00 am - 3:00 pm5:30 pm - 8:30 pm,Yes,11:00 am - 3:00 pm5:30 pm - 8:30 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,magokoro-albuquerque-2,35.1090181,-106.5813688,2.0,4.5,japanese-kitchen-sushi-bar-albuquerque,sushi-hama-japanese-restaurant-albuquerque,sakura-sushi-and-grill-albuquerque,199,Japanese,Magokoro,https://www.yelp.com/biz/magokoro-albuquerque-2?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 8:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,11:00 am - 8:00 pm,None,Quiet,None,No,PrivateLot,12:00 pm - 8:00 pm,None,Closed,Yes,Yes,11:00 am - 8:00 pm,11:00 am - 8:00 pm,Yes,11:00 am - 8:00 pm,Yes,No,NM Albuquerque Uptown,Unclaimed,None,havana-restaurant-albuquerque,35.1095182,-106.5833932,2.0,4.5,cafe-istanbul-albuquerque,banh-mi-coda-albuquerque,bocadillos-slow-roasted-albuquerque,88,"Cuban,Sandwiches",Havana Restaurant,https://www.yelp.com/biz/havana-restaurant-albuquerque?osq=food
None,No,None,Yes,None,Beer&WineOnly,Trendy,Casual,None,Yes,None,None,No,No,No,No,None,11:30 am - 9:00 pm,Lunch,No,Yes,No,None,No,No,Yes,11:30 am - 9:00 pm,None,Quiet,None,Yes,None,12:00 pm - 9:00 pm,No,12:00 pm - 9:00 pm,Yes,Yes,11:30 am - 9:00 pm,11:30 am - 9:00 pm,Yes,11:30 am - 9:00 pm,None,Free,NM Albuquerque Uptown,Claimed,None,b2b2-tap-room-albuquerque,35.104258769,-106.569820017,1.0,4.0,alien-brew-pub-albuquerque-2,bistronomy-b2b-albuquerque,filling-phillys-albuquerque,53,"Mexican,BeerBar",B2B2 Tap Room,https://www.yelp.com/biz/b2b2-tap-room-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,No,None,None,No,None,No,None,None,11:00 am - 8:00 pm,"Lunch,Dessert",None,No,Yes,None,None,None,No,11:00 am - 8:00 pm,None,Average,None,No,PrivateLot,11:00 am - 8:00 pm,None,Closed,Yes,No,11:00 am - 8:00 pm,11:00 am - 8:00 pm,No,11:00 am - 8:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,bubblicitea-cafe-us-albuquerque,35.1048703,-106.5779949,1.0,4.5,great-harvest-bread-albuquerque,banh-mi-coda-albuquerque,328-chinese-cuisine-albuquerque,31,"BubbleTea,Bakeries,Cafes",Bubblicitea Cafe US,https://www.yelp.com/biz/bubblicitea-cafe-us-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,Yes,Yes,None,6:00 am - 2:00 pm,"Breakfast,Brunch,Lunch",None,Yes,Yes,None,None,None,Yes,6:00 am - 2:00 pm,None,Average,None,Yes,PrivateLot,7:00 am - 2:30 pm,None,7:00 am - 2:30 pm,Yes,Yes,6:00 am - 2:00 pm,6:00 am - 2:00 pm,Yes,6:00 am - 2:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,the-egg-and-i-albuquerque-4,35.1096316366,-106.567189693,2.0,4.0,kaps-coffee-shop-and-diner-albuquerque,le-peep-restaurant-albuquerque,the-range-caf%C3%A9-albuquerque-2,156,"Breakfast&Brunch,Cafes,American(Traditional)",The Egg & I,https://www.yelp.com/biz/the-egg-and-i-albuquerque-4?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 9:00 pm,"Brunch,Lunch,Dinner,Dessert",None,Yes,Yes,None,None,None,Yes,11:00 am - 9:00 pm,None,Quiet,None,No,PrivateLot,11:00 am - 9:00 pm,None,11:00 am - 3:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,ayas-new-asian-albuquerque,35.1095789,-106.5546933,2.0,4.5,magokoro-albuquerque-2,sakura-sushi-and-grill-albuquerque,fareast-fuzion-albuquerque,50,"Japanese,SushiBars",Aya’s New Asian,https://www.yelp.com/biz/ayas-new-asian-albuquerque?osq=food
No,No,None,Yes,None,FullBar,Casual,Casual,"Thu,Fri,Sat",Yes,None,None,No,No,No,None,None,11:00 am - 11:00 pm,"Lunch,Dinner",No,Yes,Yes,None,Yes,No,Yes,11:00 am - 11:00 pm,None,Average,None,Yes,None,10:00 am - 11:00 pm,No,10:00 am - 11:00 pm,Yes,Yes,11:00 am - 11:00 pm,11:00 am - 11:00 pm,Yes,11:00 am - 11:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,elephant-bar-restaurant-albuquerque,35.1033855029,-106.568328527,2.0,3.0,pappadeaux-seafood-kitchen-albuquerque,two-fools-tavern-albuquerque,bravo-cucina-italiana-albuquerque,175,"American(New),Bars,AsianFusion",Elephant Bar Restaurant,https://www.yelp.com/biz/elephant-bar-restaurant-albuquerque?osq=food
None,Yes,No,Yes,None,FullBar,Classy,Dressy,"Wed,Fri,Sat",Yes,None,None,Yes,No,No,No,None,11:00 am - 11:00 pm,Dinner,No,Yes,No,None,Yes,None,No,11:00 am - 10:00 pm,Live,Quiet,None,Yes,PrivateLot,11:00 am - 11:00 pm,No,Closed,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,marcellos-chophouse-albuquerque,35.1029525,-106.5672045,3.0,3.0,antiquity-restaurant-albuquerque,ranchers-club-of-new-mexico-albuquerque,vernons-speakeasy-los-ranchos,156,"Steakhouses,American(New),WineBars",Marcello’s Chophouse,https://www.yelp.com/biz/marcellos-chophouse-albuquerque?osq=food
None,None,None,Yes,None,FullBar,None,Casual,None,Yes,None,None,No,None,No,No,None,11:00 am - 11:00 pm,Lunch,None,Yes,Yes,None,None,None,Yes,11:00 am - 10:00 pm,None,Loud,None,No,None,11:00 am - 11:00 pm,None,11:00 am - 10:00 pm,Yes,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,longhorn-steakhouse-albuquerque-4,35.1071069,-106.572767,2.0,3.5,monte-carlo-steak-house-albuquerque-2,western-view-diner-and-steakhouse-albuquerque,texas-roadhouse-albuquerque,48,"Steakhouses,Barbeque,American(Traditional)",LongHorn Steakhouse,https://www.yelp.com/biz/longhorn-steakhouse-albuquerque-4?osq=food
None,No,None,Yes,None,None,None,None,None,Yes,None,None,No,None,Yes,None,None,9:00 am - 5:00 pm,None,None,None,None,None,None,None,None,9:00 am - 5:00 pm,None,None,None,None,None,10:00 am - 2:00 pm,None,Closed,Yes,None,9:00 am - 5:00 pm,9:00 am - 5:00 pm,None,9:00 am - 5:00 pm,Yes,None,NM Albuquerque Uptown,Claimed,None,cookies-by-design-albuquerque-2,35.1011606,-106.5693483,2.0,5.0,None,None,None,1,"Bakeries,Desserts,Flowers&Gifts",Cookies by Design,https://www.yelp.com/biz/cookies-by-design-albuquerque-2?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 11:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,11:00 am - 10:00 pm,None,Average,None,Yes,PrivateLot,11:00 am - 11:00 pm,None,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,buca-di-beppo-italian-restaurant-albuquerque-4,35.099822473,-106.572784973,2.0,3.0,saggios-albuquerque,marios-pizzeria-and-ristorante-albuquerque-5,trombinos-bistro-italiano-albuquerque,102,"Italian,Pizza",Buca di Beppo Italian Restaurant,https://www.yelp.com/biz/buca-di-beppo-italian-restaurant-albuquerque-4?osq=food
No,No,No,Yes,None,FullBar,Intimate,Casual,None,Yes,None,None,No,None,No,No,None,4:00 pm - 11:00 pm,"Dinner,Dessert",None,Yes,Yes,None,None,None,Yes,4:30 pm - 10:00 pm,None,Average,None,Yes,PrivateLot,12:00 pm - 11:00 pm,None,12:00 pm - 8:00 pm,No,Yes,4:30 pm - 10:00 pm,4:30 pm - 10:00 pm,Yes,4:30 pm - 10:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,the-melting-pot-albuquerque-3,35.1023326,-106.5664997,3.0,3.5,gardunos-albuquerque-4,relish-gourmet-sandwiches-albuquerque,vinaigrette-albuquerque-2,98,Fondue,The Melting Pot,https://www.yelp.com/biz/the-melting-pot-albuquerque-3?osq=food
No,No,No,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,No,None,10:30 am - 9:30 pm,Lunch,None,Yes,Yes,None,None,None,No,10:30 am - 9:00 pm,None,Average,None,Yes,Garage,10:30 am - 9:30 pm,None,10:30 am - 9:00 pm,Yes,No,10:30 am - 9:00 pm,10:30 am - 9:00 pm,No,10:30 am - 9:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,mcalisters-deli-albuquerque,35.1026389881,-106.568277913,1.0,3.0,tullys-italian-deli-albuquerque,baggins-gourmet-sandwiches-albuquerque,the-yeller-sub-albuquerque,74,"Delis,Sandwiches,Salad",McAlister’s Deli,https://www.yelp.com/biz/mcalisters-deli-albuquerque?osq=food
No,No,None,Yes,None,Beer&WineOnly,Casual,Casual,None,Yes,None,None,Yes,None,No,None,No,10:45 am - 10:00 pm,Lunch,None,Yes,Yes,None,None,None,No,10:45 am - 10:00 pm,None,Loud,None,Yes,PrivateLot,10:45 am - 10:00 pm,None,10:45 am - 10:00 pm,Yes,No,10:45 am - 10:00 pm,10:45 am - 10:00 pm,No,10:45 am - 10:00 pm,None,No,NM Albuquerque Uptown,Claimed,None,chipotle-mexican-grill-albuquerque,35.1088537437,-106.568442338,1.0,3.5,frontier-restaurant-albuquerque-2,acapulco-tacos-and-burritos-albuquerque,taqueria-mexico-albuquerque,86,"Mexican,FastFood",Chipotle Mexican Grill,https://www.yelp.com/biz/chipotle-mexican-grill-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,None,None,No,None,None,6:30 am - 2:00 pm,"Breakfast,Brunch",None,Yes,Yes,None,None,None,No,6:30 am - 2:00 pm,None,Average,None,No,PrivateLot,7:00 am - 2:00 pm,None,7:00 am - 2:00 pm,Yes,Yes,6:30 am - 2:00 pm,6:30 am - 2:00 pm,Yes,6:30 am - 2:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,le-peep-restaurant-albuquerque,35.1011606,-106.5693483,2.0,3.5,wecks-albuquerque-6,the-range-caf%C3%A9-albuquerque-2,tia-betty-blues-albuquerque,93,Breakfast&Brunch,Le Peep Restaurant,https://www.yelp.com/biz/le-peep-restaurant-albuquerque?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 11:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 10:00 pm,None,Average,None,Yes,Street,11:00 am - 11:00 pm,None,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,california-pizza-kitchen-albuquerque,35.103003211,-106.567427625,2.0,3.5,giovannis-pizzeria-albuquerque,marios-pizzeria-and-ristorante-albuquerque-5,straight-up-pizza-albuquerque,103,"Pizza,American(Traditional)",California Pizza Kitchen,https://www.yelp.com/biz/california-pizza-kitchen-albuquerque?osq=food
Yes,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,6:00 am - 9:00 pm,Lunch,None,Yes,Yes,None,None,None,No,6:00 am - 9:00 pm,None,Average,None,Yes,None,6:00 am - 9:00 pm,None,7:00 am - 9:00 pm,Yes,No,6:00 am - 9:00 pm,6:00 am - 9:00 pm,Yes,6:00 am - 9:00 pm,None,Free,NM Albuquerque Uptown,Claimed,None,panera-bread-albuquerque-2,35.1062291924,-106.570100884,2.0,3.0,la-placita-dining-rooms-albuquerque,annies-soup-kitchen-albuquerque,cocina-azul-albuquerque-2,41,"Salad,Soup,Sandwiches",Panera Bread,https://www.yelp.com/biz/panera-bread-albuquerque-2?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,7:00 am - 9:00 pm,None,None,Yes,Yes,None,None,None,None,7:00 am - 9:00 pm,None,None,None,None,None,8:00 am - 9:00 pm,None,9:00 am - 9:00 pm,None,No,7:00 am - 9:00 pm,7:00 am - 9:00 pm,None,7:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Unclaimed,None,subway-albuquerque-78,35.1008397227,-106.569263364,None,None,None,None,None,None,None,Subway,https://www.yelp.com/biz/subway-albuquerque-78?osq=food
None,Yes,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,10:00 am - 3:00 pm,None,None,None,None,Yes,None,None,None,10:00 am - 3:00 pm,None,None,None,No,PrivateLot,10:30 am - 2:00 pm,None,Closed,Yes,None,10:00 am - 3:00 pm,10:00 am - 3:00 pm,None,10:00 am - 3:00 pm,None,No,NM Albuquerque Uptown,Unclaimed,None,cheese-and-coffee-uptown-albuquerque,35.1106125,-106.5689069,1.0,4.0,moons-coffee-and-tea-albuquerque,satellite-coffee-albuquerque-5,rebel-donut-albuquerque-4,43,Coffee&Tea,Cheese & Coffee Uptown,https://www.yelp.com/biz/cheese-and-coffee-uptown-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,No,None,None,No,None,No,None,None,10:30 am - 9:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,10:30 am - 9:00 pm,None,Quiet,None,No,PrivateLot,10:30 am - 9:00 pm,None,Closed,Yes,No,10:30 am - 9:00 pm,10:30 am - 9:00 pm,Yes,10:30 am - 9:00 pm,None,No,NM Albuquerque Uptown,Unclaimed,None,pho-nguyen-albuquerque,35.1087449,-106.5642522,1.0,4.0,saigon-far-east-albuquerque,que-huong-albuquerque,huong-thao-albuquerque-2,72,Vietnamese,Pho Nguyen,https://www.yelp.com/biz/pho-nguyen-albuquerque?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,"Tue,Fri,Sun",Yes,None,None,No,No,No,None,No,11:00 am - 2:00 am,None,No,Yes,No,None,Yes,No,Yes,11:00 am - 12:00 am,None,Average,None,Yes,PrivateLot,11:00 am - 2:00 am,No,10:00 am - 12:00 am,Yes,No,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,Yes,Free,NM Albuquerque Uptown,Claimed,None,alien-brew-pub-albuquerque-2,35.1040400659,-106.571283269,2.0,3.5,gardunos-albuquerque-4,marble-brewery-albuquerque,the-grill-on-san-mateo-albuquerque,106,"Pubs,Burgers,BeerBar",Alien Brew Pub,https://www.yelp.com/biz/alien-brew-pub-albuquerque-2?osq=food
No,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 1:00 am,"Lunch,Dinner,Dessert",None,Yes,Yes,None,None,None,Yes,11:00 am - 12:00 am,None,Average,None,Yes,PrivateLot,11:00 am - 1:00 am,None,11:00 am - 12:00 am,Yes,Yes,11:00 am - 12:00 am,11:00 am - 12:00 am,Yes,11:00 am - 12:00 am,None,Free,NM Albuquerque Uptown,Claimed,None,bjs-restaurant-and-brewhouse-albuquerque-2,35.099539345,-106.56734814,2.0,3.0,elephant-bar-restaurant-albuquerque,nexus-brewery-albuquerque,marcellos-chophouse-albuquerque,203,"Breweries,American(New),Pizza",BJ’s Restaurant & Brewhouse,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-albuquerque-2?osq=food
None,Yes,None,Yes,None,Beer&WineOnly,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 10:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,11:00 am - 9:00 pm,None,Average,None,Yes,None,11:00 am - 9:00 pm,None,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,No,NM Albuquerque Uptown,Claimed,None,pei-wei-albuquerque-2,35.1035,-106.56881,2.0,3.0,fu-yuang-korean-and-chinese-restaurant-albuquerque,chopstix-chinese-cuisine-albuquerque,elephant-bar-restaurant-albuquerque,50,"AsianFusion,Chinese,Gluten-Free",Pei Wei,https://www.yelp.com/biz/pei-wei-albuquerque-2?osq=food
No,No,No,Yes,None,FullBar,None,Casual,None,Yes,None,None,Yes,None,No,No,None,6:00 am - 11:00 pm,None,None,Yes,Yes,None,None,None,Yes,6:00 am - 11:00 pm,None,None,None,No,PrivateLot,6:30 am - 11:00 pm,None,6:30 am - 11:00 pm,Yes,Yes,6:00 am - 11:00 pm,6:00 am - 11:00 pm,Yes,6:00 am - 11:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,abq-grill-albuquerque-2,35.1102798,-106.5678493,2.0,4.0,frontier-restaurant-albuquerque-2,marcellos-chophouse-albuquerque,the-grill-on-san-mateo-albuquerque,5,"American(Traditional),WineBars,Breakfast&Brunch",ABQ Grill,https://www.yelp.com/biz/abq-grill-albuquerque-2?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,No,None,11:00 am - 8:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,11:00 am - 8:00 pm,None,Quiet,None,No,PrivateLot,12:00 pm - 8:00 pm,None,Closed,Yes,Yes,11:00 am - 8:00 pm,11:00 am - 8:00 pm,Yes,11:00 am - 8:00 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,hot-pink-thai-cuisine-albuquerque,35.1107168,-106.5770982,2.0,4.0,krung-thai-restaurant-albuquerque,siam-cafe-albuquerque,thai-cuisine-ii-albuquerque,63,Thai,Hot Pink Thai Cuisine,https://www.yelp.com/biz/hot-pink-thai-cuisine-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,None,None,No,None,None,11:00 am - 9:00 pm,Lunch,None,Yes,Yes,None,None,None,No,11:00 am - 9:00 pm,None,Quiet,None,No,None,12:00 pm - 9:00 pm,None,4:00 pm - 8:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Unclaimed,None,krung-thai-restaurant-albuquerque,35.1096086,-106.5556498,2.0,3.5,siam-cafe-albuquerque,thai-tip-albuquerque,hot-pink-thai-cuisine-albuquerque,28,Thai,Krung Thai Restaurant,https://www.yelp.com/biz/krung-thai-restaurant-albuquerque?osq=food
None,None,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 11:00 pm,Lunch,None,Yes,No,None,None,None,Yes,11:00 am - 10:00 pm,None,Average,None,Yes,None,11:00 am - 11:00 pm,None,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,None,No,NM Albuquerque Uptown,Claimed,None,bonefish-grill-albuquerque,35.1066052099,-106.570031072,2.0,3.5,antiquity-restaurant-albuquerque,pappadeaux-seafood-kitchen-albuquerque,marcellos-chophouse-albuquerque,115,Seafood,Bonefish Grill,https://www.yelp.com/biz/bonefish-grill-albuquerque?osq=food
None,No,None,Yes,None,None,None,Casual,None,Yes,None,None,No,None,No,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,None,None,None,No,NM Albuquerque Uptown,Unclaimed,None,hot-dog-on-a-stick-albuquerque,35.1079129,-106.5742268,1.0,4.0,dog-house-drive-in-albuquerque,the-cube-albuquerque,bobs-burgers-albuquerque-7,7,HotDogs,Hot Dog on a Stick,https://www.yelp.com/biz/hot-dog-on-a-stick-albuquerque?osq=food
Yes,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,Yes,None,No,None,No,11:00 am - 10:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 9:00 pm,None,Average,None,Yes,PrivateLot,11:00 am - 10:00 pm,None,10:30 am - 9:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,gardunos-albuquerque-4,35.1013409,-106.5640551,2.0,3.0,frontier-restaurant-albuquerque-2,ortegas-mexican-restaurant-albuquerque,taqueria-mexico-albuquerque,176,"Mexican,Salad,Burgers",Garduno’s,https://www.yelp.com/biz/gardunos-albuquerque-4?osq=food
No,No,No,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,11:00 am - 11:00 pm,None,None,None,None,No,None,None,None,11:00 am - 10:00 pm,None,None,None,Yes,"Garage,Street",11:00 am - 11:00 pm,None,11:00 am - 10:00 pm,Yes,None,11:00 am - 10:00 pm,11:00 am - 10:00 pm,None,11:00 am - 10:00 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,frost-gelato-albuquerque,35.1026572869,-106.567739832,2.0,4.5,buffetts-candies-albuquerque,paleteria-michoacana-de-paquime-albuquerque,i-scream-ice-cream-albuquerque,102,"Gelato,Coffee&Tea,IceCream&FrozenYogurt",Frost Gelato,https://www.yelp.com/biz/frost-gelato-albuquerque?osq=food
None,No,No,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,No,None,11:30 am - 2:30 pm5:00 pm - 10:00 pm,Dinner,None,Yes,Yes,None,None,None,Yes,11:30 am - 2:30 pm5:00 pm - 9:00 pm,None,Loud,None,No,"Garage,PrivateLot",11:30 am - 2:30 pm5:00 pm - 10:00 pm,None,Closed,Yes,Yes,11:30 am - 2:30 pm5:00 pm - 9:00 pm,11:30 am - 2:30 pm5:00 pm - 9:00 pm,Yes,11:30 am - 2:30 pm5:00 pm - 9:00 pm,Yes,No,NM Albuquerque Uptown,Claimed,None,japanese-kitchen-steakhouse-albuquerque,35.1005541,-106.571998,3.0,3.5,japanese-kitchen-sushi-bar-albuquerque,samurai-grill-and-sushi-bar-albuquerque,azuma-sushi-and-teppan-albuquerque-2,39,"Japanese,Steakhouses",Japanese Kitchen Steakhouse,https://www.yelp.com/biz/japanese-kitchen-steakhouse-albuquerque?osq=food
Yes,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,11:00 am - 8:00 pm,Lunch,None,Yes,Yes,None,None,None,No,11:00 am - 8:00 pm,None,Average,None,No,PrivateLot,11:00 am - 8:00 pm,None,Closed,Yes,Yes,11:00 am - 8:00 pm,11:00 am - 8:00 pm,Yes,11:00 am - 8:00 pm,Yes,Free,NM Albuquerque Uptown,Claimed,None,christy-maes-restaurant-albuquerque,35.0911015,-106.5773339,2.0,3.5,baggins-gourmet-sandwiches-albuquerque,cafe-istanbul-albuquerque,dions-albuquerque-8,36,Sandwiches,Christy Mae’s Restaurant,https://www.yelp.com/biz/christy-maes-restaurant-albuquerque?osq=food
None,No,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,NM Albuquerque Uptown,Unclaimed,None,cinnabon-albuquerque-3,35.1071069,-106.572767,2.0,4.5,None,None,None,6,Bakeries,Cinnabon,https://www.yelp.com/biz/cinnabon-albuquerque-3?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,No,None,None,None,None,10:00 am - 8:00 pm,None,None,None,None,None,None,None,None,10:00 am - 8:00 pm,None,None,None,None,None,10:00 am - 6:00 pm,None,11:00 am - 4:00 pm,No,None,10:00 am - 8:00 pm,10:00 am - 8:00 pm,None,10:00 am - 8:00 pm,Yes,None,NM Albuquerque Uptown,Claimed,None,peak-sports-nutrition-albuquerque,35.1093587339,-106.575464644,2.0,5.0,None,None,None,2,SpecialtyFood,Peak Sports Nutrition,https://www.yelp.com/biz/peak-sports-nutrition-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,Yes,None,None,None,None,None,None,None,10:00 am - 7:00 pm,None,None,None,None,None,None,None,None,10:00 am - 8:00 pm,None,None,None,None,PrivateLot,10:00 am - 7:00 pm,None,12:00 pm - 6:00 pm,None,None,10:00 am - 8:00 pm,10:00 am - 8:00 pm,None,10:00 am - 8:00 pm,Yes,None,NM Albuquerque Uptown,Claimed,None,complete-nutrition-albuquerque-2,35.1022550789,-106.568296154,None,None,kellers-farm-stores-albuquerque,crystal-springs-bottled-water-albuquerque,nutrishop-albuquerque-2,None,None,Complete Nutrition,https://www.yelp.com/biz/complete-nutrition-albuquerque-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10:00 am - 9:00 pm,None,None,None,None,None,None,None,None,10:00 am - 9:00 pm,None,None,None,None,None,10:00 am - 9:00 pm,None,12:00 pm - 6:00 pm,None,None,10:00 am - 9:00 pm,10:00 am - 9:00 pm,None,10:00 am - 9:00 pm,None,None,NM Albuquerque Uptown,Claimed,None,rocky-mountain-chocolate-factory-albuquerque-2,35.1071069,-106.572767,None,4.0,buffetts-candies-albuquerque,le-chantilly-albuquerque,theobroma-chocolatier-albuquerque,1,"CandyStores,Desserts",Rocky Mountain Chocolate Factory,https://www.yelp.com/biz/rocky-mountain-chocolate-factory-albuquerque-2?osq=food
